Author,Comment,Timestamp
@NirmalaRai-e5r,Unbelievable Speech❤,2024-07-28T15:01:27Z
@Nelly-v1f,I'll give myself empathy through my journal and not being vulnerable because apparently no one cares literally,2024-07-27T22:25:05Z
@윤태김-n5f,Thank you Frederik. Your message helps me a lot😊,2024-07-27T14:57:06Z
@saeideh3515,Great speech!,2024-07-27T13:42:34Z
@DunLiu0,👍🏼👍🏼👍🏼👍🏼,2024-07-27T03:38:21Z
@painspointofview1816,These help me realize something .. thank you,2024-07-27T01:23:58Z
@CT_Her,The entirety of Twitter needs to see this video lol.,2024-07-26T18:49:51Z
@linawangz,"""its still 20 euros""
damn",2024-07-26T17:29:43Z
@avinashprasadfilms,Good talk. Ego is not necessarily a bad thing though. Would Neil Armstrong have been the first person to step on the moon if it wasn't for America's ego??,2024-07-25T17:15:44Z
@muzammilqualsoft5931,Nice Message,2024-07-25T14:33:08Z
@ouchenyoussef6822,thanks,2024-07-24T22:55:09Z
@thisisharaa,So lovely talk :),2024-07-24T05:26:33Z
@AishaAwaisu-ht8qe,I don’t like hurting others,2024-07-23T17:30:03Z
@gadizhakeizha5395,I really love the way he explains his words and ideas. Such a nice public speaker also referee!,2024-07-22T13:22:14Z
@SalehaSiddique-y3p,Dr.yasir,2024-07-21T16:22:19Z
@Vikasgupta-ek9kw,Not taking things personally is a super power,2024-07-19T18:44:21Z
@tanishasanganeria6624,And what if they tear us apart?,2024-07-19T11:01:03Z
@varshitachettri1165,What if someone ghosts me ???,2024-07-18T15:24:46Z
@akinteweyewande7798,"Fredrick, you spoke about my current challenges and got a great relief",2024-07-18T11:09:45Z
@LexGear,"Ok, but did the guy get the 20 euros?",2024-07-18T01:18:18Z
@user-mv8qx8ed4d,👏 really love the ideas of this presentation. Thank you for the enlightening.,2024-07-17T14:15:37Z
@ejcspeaks,"Wow, one of the best speech ever!",2024-07-17T11:58:24Z
@emilybabych,That was amazing...,2024-07-17T10:33:25Z
@amaliazahiah4444,Last message make me cried,2024-07-17T02:00:21Z
@pattyolvera4364,awesome! I need to practice this everyday,2024-07-16T15:56:16Z
@arijarij9571,it's not about EGO ! it's about RESPECT.,2024-07-16T15:18:14Z
@EleganceBylyon,"I'm here today July 16th 2024 to get over my feelings and ego of believing I'm the reason we fell apart, I'll come here again to comment that I got over the pain and I'm happy with someone who deserves me and the big love that I have to offer no matter the flaws of my life 😿😿",2024-07-16T09:18:18Z
@meli1574,look at  the others intentions.,2024-07-16T00:24:36Z
@Eren15232,Literally u open my eyes ❤,2024-07-15T16:30:05Z
@watanchonyooyen1828,This one is the best!,2024-07-15T16:23:23Z
@THIRAIVIEW,Last sentence strike me hard thank you,2024-07-15T14:50:55Z
@tarottman3926,"Opening up and becoming vulnerable opens you up for attack. I speak up at work my manager argues that I'm wrong. My mum says that I don't care and argues that I should try harder even tho I care for her every day since i was 14 im 26. My partner argues at me when I say you don't listen or understand where im coming from. What can you do when at every corner of your day week life. You get put down. Maybe move away whats stopping it from happening again, speaking up for yourself just for it to become an argument or judgment on your own being.",2024-07-14T23:19:52Z
@najaemanshi,"i'm twenty but no one telling me abt this, thanks tedx talks, this things should be a class in our school",2024-07-13T12:53:47Z
@lucreciaflores351,"Clap, clap, clap, clap , clap  GREAT information.",2024-07-13T04:44:31Z
@thewonderer9059,I need this badly. I never thought that subconsciously I grew up takinh a lot of things personally 😂,2024-07-12T18:13:13Z
@Aasimarssword,That was insane!,2024-07-12T17:37:35Z
@cloudyname,"i'm so late watch this, but that's okay. thanks for the great video!",2024-07-12T10:34:50Z
@heulogso5684,16:11,2024-07-11T21:42:42Z
@CarlaBelénGarramuño,This is probably the best talk that I heard in this year!,2024-07-11T17:54:31Z
@Tabiaable,Very helpful.,2024-07-11T14:10:13Z
@michellebentulan289,Thank you!,2024-07-11T13:34:36Z
@aurny2002,The last sentence and before the one that tells you about being vulnerable and opening up to other person about your concern and not make it a blame game really changed my perspective.,2024-07-11T05:21:09Z
@rameshk1273,BEST TED TALK EVER...wonderful presentation...,2024-07-10T06:12:16Z
@amyiverson3676,I have been taking some things personally lately and it's been worsening my depression and anxiety. This video was exactly what I needed. Having that mindset shift and being able to look at situations outside of my ego helps so much in processing my feelings and worries.,2024-07-09T18:58:19Z
@idreesibhai8056,This video is only 17:36 minutes how he talked 18 minutes in 17:36 minutes. 😢😢😢,2024-07-09T04:03:14Z
@pritykarmakar5836,Most valuable video.... thankyou sir.,2024-07-08T16:58:54Z
@arhanahmad489,Youtube really did listen to what happened in my class today,2024-07-08T15:31:59Z
@lukebrog3702,Am I the only one that hears the high pitch noise in the background of the video??? I can barely listen to it I can't be the only one🤦‍♂,2024-07-08T00:24:05Z
@sanasharma1708,AMAZINGGGG!!!!!!!!!!,2024-07-07T14:57:04Z
@Vanyavikal,Youtube knows how my emotional intelligence works,2024-07-07T07:11:55Z
@charteredaccountant955,I m very thankful to the whole team... I have been badly affected by the behavior of taking everything personally even if i don't know the next person... Its jst my ego.. I should know that i cant control their actions.... I cant bind them with my words... .. This is all because i m very much interested in others life than mine... I should give space to everyone... And should focus on myself more... Thankyou so much❤❤❤❣️,2024-07-06T13:41:41Z
@MaternityMay30,I take things personally 😂,2024-07-04T19:21:40Z
@qurancategoryalltime7199,"That was an good enthusiasm for all of us,,, there have a lot to learn but we are always involve ourself there, where we don't get respect, However dear friend don't socialize with those people who can't evaluae",2024-07-04T17:07:37Z
@kimanhh999,Always aware your values instead of thinking people's thoughts or actions. Cool ❤,2024-07-04T00:42:25Z
@Kritika-u7m,"All i just waana say ""Thank you to you"" you just do know how do i think and you changed that...for me its something changed my life",2024-07-03T20:14:43Z
@Kritika-u7m,"All i just waana say ""Thank you to you"" you just do know how do i think and you changed that...for me its something changed my life",2024-07-03T20:14:34Z
@Kritika-u7m,"All i just waana say ""Thank you to you"" you just do know how do i think and you changed that...for me its something changed my life",2024-07-03T20:14:29Z
@Mahroo-so5vd,Last part was pure GOLD,2024-07-03T17:48:33Z
@thesound1758,How about my dad? Wheres abdulhadikarar? Abdulhadi is my dad.,2024-07-03T10:02:52Z
@enjoylife_90,He is so handsome❤,2024-07-02T15:52:05Z
@yousufalifmirdha7408,The person looking at the phone that time took it personally😂,2024-07-02T08:23:47Z
@nondumisogumede-r1o,I think I needed this today 🙏,2024-07-02T03:34:48Z
@AnainaRajPG,I Don't have the courage to speak up😢,2024-07-01T17:40:39Z
@sonaSen777,Buddha 's  teaching ☺,2024-07-01T08:39:32Z
@ヤムイモKeneseu,"Yes, it will keep your value but you would never be the same anymore",2024-06-30T16:28:40Z
@livegaming5988,"What if i tell them to listen to me but they still proceed to turn on the tv?? 

And especially when they are your parents ?",2024-06-30T15:28:51Z
@aadya.kumarr,the ending was insane. wow,2024-06-30T14:24:16Z
@ShivamYadav-px6he,I clicked on the video as soon as I saw James Faulkner 😊,2024-06-28T14:13:11Z
@ugwuodojeremiahnnaemeka8775,"""We can only take things personally if it somehow touches a raw nerve"" @ 14:16",2024-06-28T11:34:55Z
@imtinankarina113,"the last words... thank you so much for reminding us that all of us, has our value whatever happen to us 😃😃😃",2024-06-28T07:29:00Z
@victorcrespo-o7x,right,2024-06-28T05:05:10Z
@muskansingghh,"I just want to say ""Thankyou""!🤍",2024-06-28T04:17:24Z
@s.h.o.o.t.e.r,"This should be nowadays education, damn you still can find gold in yt",2024-06-27T13:03:57Z
@notcoolzara,"This was really helpful for me because I take almost EVERYTHING personally and I question my friends' actions and words like ""like do they hate me ?"" and I struggle while getting closer to someone new...

But a little note: when we have appointment with someone and they cancel it, then they go out with someone else without explaining the reason to us
this is so offensive actually it is not about ""take it personally""
people should at least explain or tell the truth ""I'm sorry I have to meet other friend tonight"" this won't hurt our feelings at least we should do this to get better communication

the one who takes this personally absolutely not the wrong side...",2024-06-27T08:54:57Z
@rulerblaine,Time for a dance break.,2024-06-25T18:58:26Z
@PENELOPENANKUNDA-fn4vu,Such a pppowerful Ted delivered in the most simple and gentle manner.Ive learnt so much thank you so much,2024-06-25T11:07:16Z
@PENELOPENANKUNDA-fn4vu,There is a flipbside to every coin,2024-06-25T11:00:30Z
@PENELOPENANKUNDA-fn4vu,"Its not about me,they just want to be right.When i focus on the other persons intention I wont take it personally",2024-06-25T10:59:45Z
@PENELOPENANKUNDA-fn4vu,See the positive intention of the other one,2024-06-25T10:58:27Z
@arianavaleriano8064,"This video improved my English, He speak English well.❤",2024-06-25T01:41:28Z
@zanetsai2085,"I have been struggling with self doubt for a long time, but this make me tear up and feel better. Thank you.",2024-06-24T17:14:03Z
@MoonLightBat1,I’m so sensitive easy crying over thinking stressing how I will change. It’s soon will kill me 😢,2024-06-24T07:38:50Z
@harshitaramchandani2819,It's so optimistic to hear😅,2024-06-24T03:04:29Z
@allaboutvarada,Those last words touched me. Amazing example at the end.,2024-06-23T19:51:12Z
@elsa21st,"WHY do we take things personally? 

Because our ego allows us to feel entitled that others are responsible for our feelings. 

Strategy: 
1. It’s not about me. Look at the other person’s intention
2. It IS about me. Look inwards. Give yourself empathy (and speak up)",2024-06-22T17:33:12Z
@otissied652,Fantastic,2024-06-22T15:58:04Z
@steinadleradler3431,"Nice message indeed we should not make assumption about others. Also it is in Quran -49:12 - ""O you who have believed, avoid much  assumption ...""",2024-06-22T08:37:38Z
@ekanshirastogi7387,"I'm stuck deep in my head. Struggling a bit to get out of it. I want to do so much but I'm always exhausted so I'm only able to achieve little. But I can't go this way. I've decided that I'll spend time watching atleast one Ted Talk because they might help me achieve big. I use screen all the time yet I couldn't sit through the entire video even when I liked it and enjoyed it. 
Will restart tomorrow and I will watch atleast one Ted Talk everyday. We gotta come out stronger.",2024-06-20T17:52:34Z
@mdabdurrahman2969,"Our brains produce 55000 ideas, among them 10000 ideas are possible,  so don't take something personally when someone tells something or laughs at us.❤",2024-06-19T03:43:48Z
@margarita1848,This would be a great training course for customer service representatives  all around the world absolutely 💯📞,2024-06-19T00:35:26Z
@That.Capricorn,"#1 - It isn't about me. Consider context and other person perspective. Understanding the other person's intentions. Prep yourself in advance.

#2 - it is about me. 
1- Give yourself some empathy.
2- Speak up.",2024-06-18T21:57:28Z
@fayeroberts5235,This was Awesome and Enlightening! Very valuable Information!❤,2024-06-18T18:49:35Z
@KabirrVani,"Recognize It’s Not About You: Often, when people criticize or act negatively, it reflects their own issues, insecurities, or perspectives rather than something inherently wrong with you. Understanding this can help you separate your self-worth from others' actions or words​ .

Reframe the Situation: Try to see the situation from a different perspective. Instead of viewing a negative comment as a personal attack, consider it as feedback that might not be accurate or relevant. Reframing helps in reducing the emotional impact​ .",2024-06-18T09:01:33Z
@ronellehamilton8135,"Thank you, this was very practical.",2024-06-17T14:41:03Z
@akash-,Lovely,2024-06-15T17:47:21Z
@thowheedha6960,Its really an amazing presentation and i learnt a lot from it.And i have a question regarding of it ....If anyone knows the answer feel free to answer me😊.The question is using the second strategy can we change someone who's not giving us the value we deserve and make them us value?,2024-06-15T09:47:33Z
@jayle9309,5 minutes in and I get felt a big relief wash over me.,2024-06-15T00:24:48Z
@KayGia,That ending phrase are just💯,2024-06-14T14:47:34Z
@justcallmetee111,Damn this guys is a genius,2024-06-14T06:50:58Z
@paritoshsontakke7254,Awesome speech. Really helpful and it opened my eyes. ☺,2024-06-13T16:12:34Z
@paramsingh4104,Brilliant talk!,2024-06-12T22:54:36Z
@snehmehta1237,"Thank you, i was going through a hard time and this helped",2024-06-12T17:01:40Z
@gadgettino,why did YouTube recommend it to me?😟,2024-06-12T12:09:50Z
@lolalafarree4453,Wow. Ive just realized how HUGE my EGO actually is.,2024-06-09T09:28:45Z
@shreevidyabharadwaj7428,Doesnt work when narcissist intention is bad and doesn't listen if we speak for ourselves. And we are forced to be in their space. 😢,2024-06-09T08:38:00Z
@HarshitSharma-qp7yy,Well the point that are stated in this video can truly make our life easierbut we have to practise it with authencity,2024-06-09T03:43:46Z
@rekhathapa7576,Thank you for this eye opening video,2024-06-08T05:12:45Z
@Patelsir-911,Last message gives me goosebumps.,2024-06-07T19:32:56Z
@ashleygreen5767,I grow up believing I wasn’t enough,2024-06-07T17:24:58Z
@Mesher-5533,Look for the lesson *,2024-06-07T11:05:16Z
@tiktalkwithsensei,this speech has so much value it's giving 20 zillion euros 20 folds over those that didn't see his worth as a referee,2024-06-06T23:20:11Z
@franciskalambayi3171,Thank you so much,2024-06-06T15:57:11Z
@samriddhiraii,Did he gave him the 20 wuros or not!!!!,2024-06-06T14:25:47Z
@karabotheletsane4941,I needed to hear this so bad,2024-06-06T05:43:13Z
@theboys1782,"This might be one of the most resonating and truly honest videos for people who do take things personally, I felt like I was just read out of a book but come to find out we are all humans and similar in one way or another, thank you for this video, eliminating ego is very key",2024-06-06T04:32:43Z
@KratosThunder-qr7ih,"I need this , for my ego is bigger than what i can imagine and often times my ego is always the reason behind my failures, failure of having a good relationship with other people, and a failure to be empathetic to someone, a failure to have a good discussion with other people and so on.",2024-06-05T14:19:32Z
@insightfulsuresh,IT IS NOT ABOUT ME!!! This will surely change my life & I won't take anything personally. Loved your talk Frederik. You made it so simple to understand. 👍 My value doesn't reduce basis someone's opinion about me! It's about them 🙂,2024-06-04T10:49:38Z
@laalaabeee,"Those last words.
🤍",2024-06-03T12:21:37Z
@agastyachowdhry3218,I don't know why I raised my hand 😂,2024-06-02T14:56:48Z
@jerrymaequevedo3397,The end left a huge impact ❤❤❤ I will always remind myself of this. Thank you,2024-06-01T13:21:32Z
@cornelia4095,"Such a good viedo! Thanks you Ted for discussing this arguments, very important to me❤",2024-05-31T21:29:21Z
@MRafay-jf5fk,An amazing ted talk,2024-05-31T10:25:46Z
@isha_928,Great content🌟,2024-05-30T17:41:01Z
@Sofia-ud3vm,"I'm not a native speaker but thanks for this video it is amazing and I could understood all what you were saying, I'm watching and looking for this kind of videos because I'm training my brain to become in a interpreter, so thanks and keep doing videos like this one, blessings",2024-05-30T15:32:12Z
@4U2151,17:18 Meanwile infilation,2024-05-30T15:02:51Z
@messimarch14,I looked this up after researching how to deal with a “n**ga moment”.,2024-05-30T14:23:34Z
@Summie_Sparkles123,"A close friend of mine whom we used to chat well, suddenly ignores me and he knew i was writing exams but he didn't bother to ask how the exam was, i took it personal and deleted all his numbers on my phone because all my thought was that he was taking me for granted 😫, i knew what i did was bad but should i maybe ask him why he did that or i should just be on my own 😢😢",2024-05-30T10:44:38Z
@MrRavenArrowz,"For anyone listening to the audio and wondering why they hear a loud buzzing or high pitch buzzing noise... it isn't you, it's the video audio.",2024-05-29T19:03:27Z
@Random-qm3oo,Its not about me.....,2024-05-29T11:00:41Z
@invincibleCYJ,"Pls someone should like my comment
I find it so nice to come back and watch this",2024-05-28T20:26:17Z
@Irf_Meets_World,"The Four Agreements - ""Be impeccable with your word"", ""Do not take anything personally"", ""Do not make assumptions"", and ""Always do your best""",2024-05-28T17:26:49Z
@bleitexcel912,"As an African I have learnt a lot thru watching Ted talks psychology science good habits , social education added to my basic one as a plus  😊, from now on won’t take anything personally",2024-05-28T11:02:15Z
@alondradelamora0917,Is it just me or is the long beeping noise in the background distracting? I have to pause just to make sure it’s not coming from my actual room,2024-05-27T05:37:02Z
@sadi09990,❤️👏🏽,2024-05-26T20:32:27Z
@saith-felixgenevieve1774,Thanks for this,2024-05-26T17:32:58Z
@akshayamukkera0396,Wonderful sir.....,2024-05-25T15:22:57Z
@1matim,thank you,2024-05-25T11:50:39Z
@Kajalsoni990,"Last part of the video is superb 😊
Thanks for this guidance sir ..God bless u❤",2024-05-25T08:38:45Z
@gaiapieravanti,i loved this,2024-05-23T09:47:12Z
@arbiasy944,Extraordinary,2024-05-22T21:41:51Z
@slomellos,👏,2024-05-22T17:29:37Z
@swarnalibanerjee4498,Being right makes you feel confident and by other people validation you know your value. Facts in today's world.,2024-05-22T11:09:10Z
@sas-xn7bw,"""This is rooted in your childhood "" 💯",2024-05-22T08:02:06Z
@user-pd7sd4id3g,The last sentence is!❤,2024-05-22T00:56:48Z
@AnaPaula-ve4tn,Yt B💩,2024-05-21T16:48:42Z
@Adv_vivek_angrish,so I didn't took your advice personally 😁😁,2024-05-21T16:27:51Z
@sachinkaranji4788,Eyes opening speech. ❤,2024-05-21T09:50:55Z
@nithyareddy8922,"I thought it was boring at the start, but as it came to an end, towards the orange and ginger part, i actually liked this talk.",2024-05-20T12:12:20Z
@leslieguezo-mevo1447,Me watching this video while taking thing personally when my boss just don’t want me to let the door open no matter the fact I’m getting cold.,2024-05-20T10:47:35Z
@TessaJonker-fj2rn,"If you can accept that most people are to be pitied because of poor education, bad genes, only live for i me my, then it is very easy to take nothing at all personally. Jusy pity the poor souls.",2024-05-19T19:29:13Z
@NawalCabdi-v8t,Am taking this video personally,2024-05-19T18:55:58Z
@saraf9081,Out of all the years and vidoes i watched on Youtube this one sticks with me.    Most memorable ever.   The ending is unbelievable.  Dont skip.  Watch till end.  You wont regret jt,2024-05-19T03:41:33Z
@СветланаСветикова-е2м,Круто! Спасибо!,2024-05-18T17:45:34Z
@jamfarhan404,Nice video to learn such a new idea to take not things personally,2024-05-18T16:37:50Z
@danielsostro3240,how to not take things personally when it affected u personally?,2024-05-17T11:34:32Z
@BloomingRose438,"Love this, learned a lot but I have to say I will *personally* go after whatever is responsible for that incredibly irritating high pitch noise constantly in the background",2024-05-16T23:41:13Z
@StuartLoria,"When people give you feedback about your performance at anything it can be a sport or at work, it is personal, it is about you, people form an opinion about you based on interaction, you have more info and can change, grow or adapt so don’t believe it’s game over for you, you have some control over your reality, but know that people judge you all the time, it’s natural, that’s how animals survive and coexist.
When you discuss ideas, artefacts or other things then it is not personal, try to talk about that if you don’t want people to take it personally.",2024-05-16T10:28:30Z
@relentlessrhythm2774,I needed this! I've been on a warpath and have been getting so defensive this past month.,2024-05-15T20:53:05Z
@darkshanghazal1427,"In this generation people are always criticize by society,even  they always judge by the handful of people but one should always remember that no one is perfect and it's duty of some people to find flaws so one should keep in mind,that people may attack you by number of  negative activities which may definitely hurt you , but remember not to take things personally and no need to prove yourself for the sake of people...😊",2024-05-15T20:23:22Z
@iamafkstar,The ending was incredible,2024-05-15T20:01:45Z
@ma.gillianvalles5801,❤,2024-05-15T07:39:25Z
@ameyagupta7102,Speaking up and being vulnerable in an Indian family backfires.,2024-05-15T03:11:35Z
@gevanbelman,Yall the high pitch sound in the back is driving me nuts. I was able to get half way through it and it’s very valuable information,2024-05-14T16:49:12Z
@ziq9627,"this is a very good presentation, even after watching countless ted talks, this is one of the best so far ive seen",2024-05-14T03:09:47Z
@abhaybarjatya260,Goosebumps in last part 🤯🤯,2024-05-13T13:35:52Z
@Live-a-little99,This video's gonna change many lives including mine,2024-05-13T11:44:49Z
@DANCEGARAGEPUNK,"We are taught to feed the cult of the individual in order to grow the economy -  Selfishness & GREED ! !
We so easily forget the old spiritual wisdom of Non-Separation  : )
Christ taught Oneness ( with God )
Buddha the obvious truth that Self Is an illusion : )
Nothing Creepier than GREED ! !  : (",2024-05-13T00:13:50Z
@raisel6717,"Tough crowd, personally.",2024-05-12T05:36:54Z
@drushtipatil9201,Just wow,2024-05-10T16:04:23Z
@MostafaGamal-s1l,هذا في الاسلام ويسمي حسن الظن,2024-05-10T14:56:38Z
@julietgeorge2440,Not me woke up this morning saw that my roommate throw my food I got so angry and I put my EarPod then I came across this video this came the right time,2024-05-10T11:00:11Z
@NoThing-yu6lx,❤,2024-05-09T09:03:31Z
@tallguy3,"I had an issue about this today. So glad that i found this video. There was this horrible person who always threatens to do things at school, and this really made me feel better. Thanks.",2024-05-09T05:12:56Z
@anamariabuselli8421,Fantastic !!!!!!!!,2024-05-09T00:53:42Z
@IndigoStarlights,❤,2024-05-08T20:42:13Z
@eightcandies,That was excellent 👍,2024-05-08T17:10:37Z
@totamostafa2137,That didn't help me,2024-05-08T03:02:22Z
@tiyajain1983,Indeed an amazing ted talk!,2024-05-06T16:39:23Z
@lizgiraldo1561,❤,2024-05-06T16:07:53Z
@MD.ABDULLAALLMAMUN-i9i,It's amazing advice for me.,2024-05-06T07:53:04Z
@nw7955,Sometimes it is fairness and justice not just ego to be right.,2024-05-05T11:24:41Z
@alwayswiththemoon,Brilliant way to end the session.,2024-05-05T00:06:48Z
@AfifaMemories,"There’s a beep throughout the whole video, it was annoying.",2024-05-04T14:18:47Z
@Christine.a09,Reading these comments makes me feel like i am not alone encountering those people who will always find a way to makes us 👇🏻 down. I love you guys,2024-05-04T11:56:16Z
@MYFA10,My girl need to see this.,2024-05-03T17:51:14Z
@sheenuakkian860,Great,2024-05-03T15:12:22Z
@ken_eszu,❤,2024-05-03T14:57:48Z
@ajinkya_03,"Very good message. Well done  

👍",2024-05-03T13:16:07Z
@nanaama5924,Beautiful piece ❤️,2024-04-30T17:46:06Z
@WowThatsFantasticYT,empathy,2024-04-30T15:02:53Z
@DanangSugiarto-oc6jj,Really a good lesson in the world full  of hatred and criticism,2024-04-30T01:52:36Z
@thevictoress9892,Powerful,2024-04-29T16:06:22Z
@Маріна-ь4е,Wow! That was incredible! Thank you so much Frederic!,2024-04-28T20:08:15Z
@reemyy3,👏🏻👏🏻👏🏻❤️❤️❤️,2024-04-28T17:11:53Z
@Captian-c2t,So in essence... Ignorance Is Bliss ?,2024-04-28T16:36:39Z
@kgraham5820,"A paradigm shift… involves thinking about other reasons why, not selfish ones, and then hopefully having the capability to empathize instead of being judgmental.",2024-04-26T16:57:19Z
@دُرّعلاءمحمد,You’re awesome ❤️❤️,2024-04-26T13:49:23Z
@MercyWanjiru-gq1gh,hey,2024-04-25T13:10:44Z
@tehreemsiddiqui_,Fired up,2024-04-24T18:46:57Z
@Amycool901,Ok but in real life it is very difficult to keep ourselves happy all the time there are some times when u have to say something,2024-04-24T18:14:19Z
@monikasingh9136,You need to value yourself first ❤,2024-04-24T17:37:23Z
@kenanramiro4702,i take it personally when someone send me this,2024-04-24T09:24:07Z
@hossainahmed3680,"One of the best useful content that i have ever find in youtube.
It also my problem. 
Thank you much fedrick
And also ted x",2024-04-23T15:49:10Z
@boonga585,10:40,2024-04-22T20:21:12Z
@cieralexine,This was a great TED Talk and it helped me tremendously during a really difficult and emotional time.,2024-04-22T17:16:48Z
@boonga585,8:17,2024-04-22T12:11:05Z
@annmaina49,Waoh this is incredible 👏 I really love it,2024-04-22T05:04:45Z
@lifestyleam-k3d,"Great talk! I’ve felt the same during class presentations when classmates seem distracted. Learning that their actions might not be about me has really changed my perspective. I'm looking forward to applying your tips about focusing on others' intentions instead of taking things personally. This shift in perspective, focusing from 'me' to 'we', is something I'm eager to apply more consciously in my daily interactions, not just in presentations but in personal relationships as well. Thanks for the insights!",2024-04-21T18:47:08Z
@trishanchandima7415,Wow ! Such an amazing speech.,2024-04-20T17:25:27Z
@exportimport-i8m,Loved it❤,2024-04-19T18:18:07Z
@Sawsee4life,"The first strategy it’s not about me , think of it the other way around. What are their intentions ? Why do they do what they are doing ? 
The flip side is it is about me - confidence - give yourself empathy and speak up.",2024-04-19T06:49:35Z
@mohamedfatahi6813,Beautifully said and this helps me a lot,2024-04-18T17:32:45Z
@loufbread26,"i cried at the ending, thank you i think i needed that reminder",2024-04-18T09:16:48Z
@godsmacked1000,So what’s up with them 20 euros?,2024-04-17T19:02:19Z
@michaelmitchell5458,Best Ted Talk I may have ever seen! Thank you very much 👏🏻🙌🏻,2024-04-17T16:42:25Z
@sanad4718,Woooooooow❤❤❤❤❤,2024-04-17T14:30:07Z
@Lifelens214,❤,2024-04-16T15:38:30Z
@ShielaMaeAro-qq1zw,I like this very much.,2024-04-16T04:33:02Z
@NikitaArora12,Thank you for this amazing lesson ❤️🥰,2024-04-15T17:54:58Z
@mahatopallavi,What about when things actually are meant to be personally?,2024-04-15T02:24:09Z
@derverbesserer3769,this guy is Michael Jordans biggest opp,2024-04-14T18:39:22Z
@waseemsheikh212,One of the best talk i have ever had.,2024-04-14T17:46:23Z
@Namashkaram,Listening this after a year,2024-04-13T19:28:00Z
@Lyrielonwind,I'm not into sports but I have always thought you need to have guts because people will blame you if their team doesn't win.,2024-04-13T10:19:57Z
@Jasmine12348,This heals a big part of myself thanks you ❤,2024-04-13T03:43:21Z
@Hi-lc3ui,"“Seeing the positive intention of the other one requires a lot of discipline and training, instead when you focus on the intention of the other person there is no need to take it personally”",2024-04-12T19:12:53Z
@technicalthings6119,Wonderful 👍🏼,2024-04-12T18:24:28Z
@edenharel8520,This made my day❤,2024-04-12T16:22:09Z
@CxP.Cashie,"As a kid I fell on to this, and I actually took what this guy said to heart. I genuinely listen to what he said in my life improved not exactly immediately but it did improve massively and majorly it was like an exponential growth over the years",2024-04-12T04:01:40Z
@akhilams5842,Thankyou❤,2024-04-11T17:07:20Z
@alo.hamaaa3504,It was a great talk indeed! thank you Frederik!,2024-04-10T16:07:33Z
@subhankardutta4212,"Actually, I was going through some frustration and suddenly I found this video. Thanks Frederik, it truly was an antidote to me 😊",2024-04-10T12:34:12Z
@whyguy3651,What if the person attacking me is me?,2024-04-10T09:35:16Z
@gregarioustumours2397,"Wayne Dyer asked ""Would you rather be right  or be kind?"" It is better to be kind than right. This talk is part Tao Te Ching and part Meditaions by Marcus Aurelius.",2024-04-10T01:16:40Z
@syakirharith3,My friend sent me this :',2024-04-09T14:13:33Z
@rwsteiner100,work in I.T.,2024-04-09T02:34:22Z
@loujon191,This is all fine and good but don’t keep rude people in your life. It’s not ok to be dismissive of other people,2024-04-08T23:52:02Z
@happysharma8118,Bessttttt vedio i have ever seen 🥹🫶❤️,2024-04-08T06:17:00Z
@bosha1929,"""Why not a 10"" perfectly matches my childhood",2024-04-08T06:09:01Z
@harinikulkarni9859,Thankyou ...you put in right method and words.. thankyou 😊,2024-04-08T05:46:13Z
@Sam-rn2ff,Just made my day thankyou sir .,2024-04-08T05:29:45Z
@jessjlsy,"The dollar bill was a good example, thank you",2024-04-07T16:39:41Z
@thedaily9514,IVE NEVER CONNECTED SO MUCH TO HIS WORDS. It is so reassuring that there's people out there who have experienced the same challenges as me and are able to rise up higher than before. This speech is a huge encouragement for me to continue pushing and build upon myself as a person and my relationships with others. Thank you Frederik!!!!!!!,2024-04-07T01:09:26Z
@aynurbskn7945,The best ted talk ever,2024-04-07T00:00:09Z
@MissDaisy-ws7rg,😊,2024-04-06T18:46:09Z
@kianasargaz8139,i loved how much effort he put in his talk. I wasn’t bored for not even a second. Great jobbb❤️,2024-04-06T12:10:43Z
@cynthiagondwe1495,Wow🤭 this is powerful,2024-04-06T02:50:57Z
@TOMADELAIDE7,"Look, don't take this personally but I take this personally",2024-04-05T23:55:39Z
@Ruzhin_.14e,What is this man’s name?,2024-04-03T16:28:28Z
@AldraineGarcia,please like my comment,2024-04-03T00:42:57Z
@THAKINGNME,"Great message!!! But, I do take that constant beep sound I am hearing during this video personal.",2024-04-02T15:27:45Z
@Chi-mx2fh,"This doesn't work in situations where certain actions of other people directly affect me (It is not about me however their decision burdens me, their intention may not be to burden me but it does and it's dragging on for months and it's too much)",2024-04-02T04:22:50Z
@Shreya.luv.40327,Thank you so much @frederik. I always revisit this whenever I think I need a reminder to not make things about myself. God bless you,2024-04-01T18:11:45Z
@lichtm2053,You introduced such a sweet and healthy perspective of looking at the actions of other people. Thank you!,2024-04-01T17:30:05Z
@gefegerondio,"Whatever they say or do always keep your value💖
Love this❤ thanks",2024-04-01T06:23:11Z
@nthabisengbaloyi5817,"This was really insightful, thank you",2024-03-31T11:09:46Z
@sarahhamidoudjana-ri1xv,I like this conference,2024-03-31T10:27:21Z
@Fj8282haha,"The world need leaders like this referees, united all humanity not dividing us using politics tricks and ideologies",2024-03-30T18:01:01Z
@JBStefan,A Rugby referee would not be able to give this speach with a straight face. Soccer culture is a deterrent to the sport.,2024-03-30T14:14:03Z
@DestinysBullshit,Im not gonba blamed mysèlf either in some cases 😂😂,2024-03-30T14:00:19Z
